2016 Federal Election House of Representatives First Preferences By Candidate By Polling Place for WA [Event:20499 Phase:FinalResults Generated:2017-05-11T17:34:52 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
WA,235,Brand,34077,Special Hospital Team 1,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,11,2.28
WA,235,Brand,34077,Special Hospital Team 1,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),7,-0.33
WA,235,Brand,34077,Special Hospital Team 1,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,93,3.85
WA,235,Brand,34077,Special Hospital Team 1,999,Informal,Informal,999,N,N,,Informal,13,-2.17
WA,235,Brand,34205,Special Hospital Team 2,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,9,5.09
WA,235,Brand,34205,Special Hospital Team 2,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,101,8.17
WA,235,Brand,34205,Special Hospital Team 2,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,6,0.49
WA,235,Brand,34205,Special Hospital Team 2,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),15,4.96
WA,235,Brand,34205,Special Hospital Team 2,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,43,-15.73
WA,235,Brand,34205,Special Hospital Team 2,999,Informal,Informal,999,N,N,,Informal,29,6.29
WA,235,Brand,11895,Waikiki,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,66,1.93
WA,235,Brand,11895,Waikiki,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1135,8.39
WA,235,Brand,11895,Waikiki,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,87,1.32
WA,235,Brand,11895,Waikiki,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),304,3.76
WA,235,Brand,11895,Waikiki,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,832,-3.04
WA,235,Brand,11895,Waikiki,999,Informal,Informal,999,N,N,,Informal,129,-0.72
WA,235,Brand,34337,Waikiki East,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,130,5.38
WA,235,Brand,34337,Waikiki East,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1153,7.35
WA,235,Brand,34337,Waikiki East,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,110,1.88
WA,235,Brand,34337,Waikiki East,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),216,4.46
WA,235,Brand,34337,Waikiki East,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,538,-8.19
WA,235,Brand,34337,Waikiki East,999,Informal,Informal,999,N,N,,Informal,103,-3.58
WA,235,Brand,46575,Wandi,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,42,4.12
WA,235,Brand,46575,Wandi,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,315,6.36
WA,235,Brand,46575,Wandi,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,36,0.88
WA,235,Brand,46575,Wandi,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),108,0.39
WA,235,Brand,46575,Wandi,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,479,-1.64
WA,235,Brand,46575,Wandi,999,Informal,Informal,999,N,N,,Informal,45,-1.2
WA,235,Brand,7511,Warnbro,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,174,5.72
WA,235,Brand,7511,Warnbro,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1444,7.57
WA,235,Brand,7511,Warnbro,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,88,1.46
WA,235,Brand,7511,Warnbro,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),321,2.68
WA,235,Brand,7511,Warnbro,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,796,-5.43
WA,235,Brand,7511,Warnbro,999,Informal,Informal,999,N,N,,Informal,163,-0.56
WA,235,Brand,31474,Warnbro East,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,135,6.21
WA,235,Brand,31474,Warnbro East,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1056,8.43
WA,235,Brand,31474,Warnbro East,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,61,0.99
WA,235,Brand,31474,Warnbro East,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),228,4.43
WA,235,Brand,31474,Warnbro East,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,430,-5.75
WA,235,Brand,31474,Warnbro East,999,Informal,Informal,999,N,N,,Informal,112,-0.74
WA,235,Brand,32585,Wellard,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,58,4.23
WA,235,Brand,32585,Wellard,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,476,4.42
WA,235,Brand,32585,Wellard,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,41,0.19
WA,235,Brand,32585,Wellard,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),152,5.76
WA,235,Brand,32585,Wellard,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,432,-2.73
WA,235,Brand,32585,Wellard,999,Informal,Informal,999,N,N,,Informal,51,-2.64
WA,317,Burt,7467,Armadale,28756,KEOGH,Matt,1,Y,N,ALP,Australian Labor Party,1169,24.99
WA,317,Burt,7467,Armadale,28297,SALMAN,Muhammad,2,N,N,GRN,The Greens (WA),160,-0.56
WA,317,Burt,7467,Armadale,28781,O'SULLIVAN,Matt,3,N,N,LP,Liberal,414,-13.83
WA,317,Burt,7467,Armadale,29026,SPYKER,Warnar,4,N,N,AUC,Australian Christians,162,0.63
WA,317,Burt,7467,Armadale,29393,BLEVIN,Ian,5,N,N,ASP,"Shooters, Fishers and Farmers",107,5.32
WA,317,Burt,7467,Armadale,999,Informal,Informal,999,N,N,,Informal,103,-2.69
WA,317,Burt,33044,Armadale BURT PPVC,28756,KEOGH,Matt,1,Y,N,ALP,Australian Labor Party,1950,23.43
WA,317,Burt,33044,Armadale BURT PPVC,28297,SALMAN,Muhammad,2,N,N,GRN,The Greens (WA),234,-1.79
WA,317,Burt,33044,Armadale BURT PPVC,28781,O'SULLIVAN,Matt,3,N,N,LP,Liberal,1077,-20.32
WA,317,Burt,33044,Armadale BURT PPVC,29026,SPYKER,Warnar,4,N,N,AUC,Australian Christians,235,3.07
WA,317,Burt,33044,Armadale BURT PPVC,29393,BLEVIN,Ian,5,N,N,ASP,"Shooters, Fishers and Farmers",195,5.28
WA,317,Burt,33044,Armadale BURT PPVC,999,Informal,Informal,999,N,N,,Informal,172,-1.49
WA,317,Burt,7469,Armadale North,28756,KEOGH,Matt,1,Y,N,ALP,Australian Labor Party,537,21.36
WA,317,Burt,7469,Armadale North,28297,SALMAN,Muhammad,2,N,N,GRN,The Greens (WA),96,1.55
WA,317,Burt,7469,Armadale North,28781,O'SULLIVAN,Matt,3,N,N,LP,Liberal,246,-16.04
WA,317,Burt,7469,Armadale North,29026,SPYKER,Warnar,4,N,N,AUC,Australian Christians,73,-0.84
WA,317,Burt,7469,Armadale North,29393,BLEVIN,Ian,5,N,N,ASP,"Shooters, Fishers and Farmers",52,5.18
